Serial,Series,Season,Episode,Question,Answer,Comic Reference Needed?,Other External Knowledge,Other Series,Speculative
SIS1E3_Q4,Secret Invasion,1,3,"In SI Ep 3, what subtle trick does Nick Fury use with his glasses to tell if someone is a Skrull?",Fury puts on his augmented glasses (which have infrared sensors) only when he wants to read a person's vitals/heart rate to determine if they are lying or shape-shifted.,,,,Y
SIS1E3_Q5,Secret Invasion,1,3,"In SI Ep 3, what famous historical painting does Gravik reference at the National Portrait Gallery, and what point does he make with it?","He references James Guthrie's ""Statesmen of World War I,"" pointing out Winston Churchill to draw a distinction between ""statesmen"" who pose for paintings and ""soldiers"" who do the actual killing.",,Y,,
SIS1E3_Q6,Secret Invasion,1,3,"In SI Ep 3, what famous literary work does Sonya Falsworth reference when her operative escapes down a floor hatch?","She references Fyodor Dostoevsky's ""Crime and Punishment,"" wherein the protagonist murders a pawnbroker and escapes down a floor hatch.",,Y,,
SIS1E3_Q7,Secret Invasion,1,3,"In SI Ep 3, what ""tell"" does Talos use to secretly confirm to Nick Fury that he is not a Skrull imposter with a gun to his head?","Talos calls him ""Nick"" over the radio, invoking the rule established in Captain Marvel: ""Everybody calls me Fury. Not Nicholas. Not Joseph. Not Nick. Just Fury.""",,,Captain Marvel,
SIS1E3_Q8,Secret Invasion,1,3,"In SI Ep 3, whose voice is definitively heard on the phone giving orders to Priscilla Fury at the end of the episode?","The voice belongs to James Rhodes (Don Cheadle), strongly suggesting that Rhodey is a Skrull secretly working within Gravik's chain of command.",,,,
SIS1E4_Q1,Secret Invasion,1,4,"In SI Ep 4, how does G'iah survive being shot by Gravik?",G'iah survives because she secretly used the Super Skrull machine to give herself the Extremis healing powers (from Iron Man 3) before confronting Gravik.,,,Iron Man 3,
SIS1E4_Q2,Secret Invasion,1,4,"In SI Ep 4, what poem does Vara read to Nick Fury, and what is its significance?","She reads Raymond Carver's ""Late Fragment"". Carver wrote it shortly before his death from lung cancer, reflecting his desire to feel ""beloved on the earth,"" mirroring Vara's desire to feel at home on Earth as a Skrull.",,Y,,
SIS1E4_Q3,Secret Invasion,1,4,"In SI Ep 4, what iconic African-American spiritual song is sung in the church when ""Rhodey"" meets Vara?","The choir sings ""Deep River,"" an African-American spiritual. It's an ironic/dark detail that white British Skrulls are culturally appropriating a Black spiritual song.",,Y,,
SIS1E4_Q4,Secret Invasion,1,4,"In SI Ep 4, what detail gives away that ""Rhodey"" is definitely a Skrull imposter during his conversation with Vara?","He tells Vara he ""DDT'd"" Fury from the top rope, referencing a pro wrestling move (the Undertaker's DDT), acting highly uncharacteristic of the real James Rhodes.",,Y,,
SIS1E4_Q5,Secret Invasion,1,4,"In SI Ep 4, what famous historical painting does Gravik reference at the National Portrait Gallery, and what point does he make with it?","He references James Guthrie's ""Statesmen of World War I,"" pointing out Winston Churchill to draw a distinction between ""statesmen"" who pose for paintings and ""soldiers"" who do the actual killing.",,Y,,
SIS1E4_Q6,Secret Invasion,1,4,"In SI Ep 4, what clue implies that Vara's human disguise was originally a doctor?","Vara tells Fury she took the form of Dr. Priscilla Davis, who had a congenital heart defect. A framed book/award on their shelf also mentions Priscilla Davis's work with genetics.",,,,
SIS1E4_Q7,Secret Invasion,1,4,"In SI Ep 4, how does Gravik survive getting shot during the ambush on the President's motorcade?","Gravik reveals he is a Super Skrull, using Extremis powers to heal his gunshot wounds instantly.",,,Iron Man 3,
SIS1E4_Q8,Secret Invasion,1,4,"In SI Ep 4, who dies at the end of the episode after saving President Ritson?",Talos is stabbed in the heart by Gravik and dies on the battlefield.,,,,
SIS1E5_Q1,Secret Invasion,1,5,"In SI Ep 5, what specific word from a famous MCU quote is highlighted in the Marvel Studios opening logo?","The word ""SECRET"" from Bruce Banner's line in The Avengers (""That's my secret, Captain. I'm always angry."") is highlighted.",,,The Avengers,
SIS1E5_Q2,Secret Invasion,1,5,"In SI Ep 5, what is ""The Harvest"" that Gravik is desperately looking for?",The Harvest is a single vial containing the blended DNA of nearly every Avenger who spilled blood during the Battle of Earth in Avengers: Endgame.,,,Avengers: Endgame,
SIS1E5_Q3,Secret Invasion,1,5,"In SI Ep 5, what specific Avenger's DNA is highlighted as the most crucial piece of The Harvest?","Carol Danvers (Captain Marvel), whose blood contains unique cosmic radiation.",,,Captain Marvel,
SIS1E5_Q4,Secret Invasion,1,5,"In SI Ep 5, what famous Quentin Tarantino movie line does Nick Fury reference when speaking to Skrull Rhodey's bodyguard?","He says, ""Do something, I dare you,"" a direct homage to Jules' famous monologue in Pulp Fiction (""I dare you, I double dare you..."").",,Y,,
SIS1E5_Q5,Secret Invasion,1,5,"In SI Ep 5, what extremely expensive, real-world alcohol does Nick Fury serve to Skrull Rhodey, and what show previously featured it?","Fury serves ""Pappy Van Winkle 23,"" a $5,000+ bottle of whiskey that was also featured in She-Hulk when Jen Walters' boss bought her a drink.",,Y,She-Hulk,
SIS1E5_Q6,Secret Invasion,1,5,"In SI Ep 5, how does Nick Fury secretly track Skrull Rhodey after their meeting?",Fury slips a liquid nanobot location tracker into the glass of Pappy Van Winkle whiskey before Rhodey drinks it.,,,,
SIS1E5_Q7,Secret Invasion,1,5,"In SI Ep 5, what MCU movie character returns to supply Nick Fury with a private plane?","Rick Mason (played by O-T Fagbenle), Natasha Romanoff's off-the-books travel liaison from the Black Widow movie, returns to help Fury.",,,Black Widow,
SIS1E5_Q8,Secret Invasion,1,5,"In SI Ep 5, what Bible verse is written on the fake tombstone hiding The Harvest, and what is its significance?","John 15:13 (""Greater love hath no man than this, that a man lay down his life for his friends""), signifying Fury's willingness to sacrifice himself so his Avenger friends don't get captured or cloned by Skrulls.",,Y,,
SIS1E6_Q1,Secret Invasion,1,6,"In SI Ep 6, what major plot twist is revealed during Nick Fury's confrontation with Gravik at New Skrullos?","It is revealed that ""Nick Fury"" is actually G'iah in disguise. The real Fury is safely at the hospital dealing with Skrull Rhodey.",,,,
SIS1E6_Q2,Secret Invasion,1,6,"In SI Ep 6, what DNA samples does Gravik's computer screen show when he analyzes The Harvest?","The screen lists Ghost, Captain America, Corvus Glaive, Thanos, Outrider, Proxima Midnight, Captain Marvel, Abomination, Mantis, Cull Obsidian, Drax, Korg, Ebony Maw, Frost Beast, Hulk, Chitauri, Valkyrie, Thor Odinson, Gamora, Flora Colossus (Groot), and Winter Soldier.",,,,
SIS1E6_Q3,Secret Invasion,1,6,"In SI Ep 6, how does G'iah survive being blasted by Gravik after he powers up the Super Skrull machine?","G'iah was inside the machine's radius as well, absorbing all the DNA from The Harvest and becoming a Super Skrull simultaneously with Gravik.",,,,
SIS1E6_Q4,Secret Invasion,1,6,"In SI Ep 6, whose powers does G'iah specifically use to put Gravik to sleep and finally defeat him?","She grows Mantis's antennae to put Gravik to sleep (like Mantis did to Thanos in Infinity War), then uses Captain Marvel's cosmic energy to blast a hole through his stomach.",,,Avengers: Infinity War,
SIS1E6_Q5,Secret Invasion,1,6,"In SI Ep 6, when the real James ""Rhodey"" Rhodes is rescued from the Skrull fracking pod, what detail hints at how long he was trapped?","He is wearing a hospital gown and needs help walking, heavily implying he was swapped out during his spinal surgery immediately following the events of Captain America: Civil War (meaning he was a Skrull during Infinity War and Endgame).",,,Captain America: Civil War,Y
SIS1E6_Q6,Secret Invasion,1,6,"In SI Ep 6, what controversial political move does President Ritson make following the Skrull attack?","He issues a televised address proposing a bill to designate all ""off-world-born species"" as enemy combatants, essentially declaring war on all extraterrestrials on Earth (including friendly Skrulls, Asgardians, etc.).",,,,
SIS1E6_Q7,Secret Invasion,1,6,"In SI Ep 6, what happens to the UK Prime Minister and other suspected Skrulls after President Ritson's declaration?","Human vigilantes/militias execute suspected Skrulls in a montage, gunning down the news anchor Chris Stearns on live TV and assassinating the UK Prime Minister (who ironically turns out to be human, as the Skrull imposter had already been freed).",,,,
SIS1E6_Q8,Secret Invasion,1,6,"In SI Ep 6, who does G'iah partner with at the end of the series, hinting at a new UK-based intelligence organization?","She partners with Sonya Falsworth (MI6) to step up as a new Skrull leader, potentially setting up MI-13 or Excalibur in the MCU.",Y,,,
SHS1E1_Q1,She-Hulk: Attorney at Law,1,1,"In Ep 1, what change is made to the Marvel Studios opening logo sequence?",The logo sequence is updated to include Mighty Thor (Jane Foster) from Thor: Love and Thunder and Shang-Chi riding the Great Protector dragon.,,,Thor: Love and Thunder,
SHS1E1_Q2,She-Hulk: Attorney at Law,1,1,"In Ep 1, what does the firm name ""GLK&H"" stand for, and what is its comic significance?","It stands for Goodman, Lieber, Kurtzberg, and Holloway. The first three names are homages to Marvel legends Martin Goodman, Stan Lee (Lieber), and Jack Kirby (Kurtzberg).",Y,Y,,
SHS1E1_Q3,She-Hulk: Attorney at Law,1,1,"In Ep 1, how does Jen breaking the fourth wall connect to the comics and other media?",She-Hulk famously broke the fourth wall in her comic run long before Deadpool did. It also stylistically references modern fourth-wall-breaking shows like Fleabag.,Y,Y,,
SHS1E1_Q4,She-Hulk: Attorney at Law,1,1,"In Ep 1, what specific spaceship causes Bruce and Jen's car crash?","It is a Sakaaran Class-A Courier Craft, previously seen in Thor: Ragnarok, hinting that someone from Sakaar is looking for the Hulk.",,,Thor: Ragnarok,
SHS1E1_Q5,She-Hulk: Attorney at Law,1,1,"In Ep 1, what Iron Man easter eggs are found in Bruce's Mexico beach house lab?","The lab features an Iron Legion helmet from Age of Ultron, Tony's led zeppelin/black sabbath t-shirts, and the bar they built together with ""B.B."" and ""T.S."" carved into it.",,,Avengers: Age of Ultron,
SHS1E1_Q6,She-Hulk: Attorney at Law,1,1,"In Ep 1, what specific piece of gladiator armor from Thor: Ragnarok is visible in Bruce's Mexico lab?",The gladiator helmet Hulk wore during his battle with Thor on Sakaar is sitting on a desk in the lab.,,,Thor: Ragnarok,
SHS1E1_Q7,She-Hulk: Attorney at Law,1,1,"In Ep 1, what major debate about Captain America is finally settled by Bruce Banner?",Bruce confirms that Steve Rogers was not a virgin; he lost his virginity to a girl in 1943 during the USO tour.,,,Captain America: The First Avenger,
SHS1E1_Q8,She-Hulk: Attorney at Law,1,1,"In Ep 1, who burst through the courtroom walls, and what is her history with She-Hulk?","Titania bursts through. In the comics, she is a super-powered influencer and one of She-Hulk's primary rivals who constantly loses to her.",Y,,,
SHS1E2_Q1,She-Hulk: Attorney at Law,1,2,"In Ep 2, what derogatory nicknames is Jen given before settling on She-Hulk, nodding to Marvel's copyright history?","She is called ""Lady Hulk"" and ""Chick Hulk"". Marvel originally created She-Hulk quickly in the comics just to ensure they owned the copyright to a female Hulk before the TV show producers created one.",Y,Y,,
SHS1E2_Q2,She-Hulk: Attorney at Law,1,2,"In Ep 2, what easter egg appears on the side of a webpage Jen is browsing, hinting at another major Marvel superhero?","There is a related article titled ""Man fights with metal claws in a bar brawl,"" which is a direct reference to Wolverine and the first X-Men movie.",Y,Y,,
SHS1E2_Q3,She-Hulk: Attorney at Law,1,2,"In Ep 2, what massive MCU event from the Eternals movie is finally addressed via a news article on Jen's computer?","An article titled ""Why there is a giant statue of a man sticking out of the ocean"" finally addresses the frozen Celestial, Tiamut, from the end of Eternals.",,,Eternals,
SHS1E2_Q4,She-Hulk: Attorney at Law,1,2,"In Ep 2, what does Emil Blonsky (Abomination) use as his main defense for his rampage in Harlem?","He argues that the U.S. government gave him the super soldier serum and sent him to stop the Hulk, viewing himself as the hero following orders and Hulk as the true threat.",,,The Incredible Hulk,
SHS1E2_Q5,She-Hulk: Attorney at Law,1,2,"In Ep 2, what leaked internet footage ruins Jen's legal strategy for Emil Blonsky's parole?",Footage leaks of Abomination fighting Wong in an underground cage match in Macau (from Shang-Chi and the Legend of the Ten Rings).,,,Shang-Chi and the Legend of the Ten Rings,
SHS1E2_Q6,She-Hulk: Attorney at Law,1,2,"In Ep 2, what is Jen's phone wallpaper a subtle nod to?","Her wallpaper is a picture of ""Captain America's ass,"" a running joke from Avengers: Endgame.",,,Avengers: Endgame,
SHS1E2_Q7,She-Hulk: Attorney at Law,1,2,"In Ep 2, what is Bruce Banner doing when Jen calls him, and where is he?","Bruce is back in his Smart Hulk form, flying through space aboard the Sakaaran Courier Craft seen in Episode 1.",,,,
SHS1E2_Q8,She-Hulk: Attorney at Law,1,2,"In Ep 2, who is the prosecutor facing off against Jen, and how does he connect to the MCU?","The prosecutor is Holden Holloway's rival, but more importantly, he is Gideon Wilson. In the comics, Gideon is the older brother of Sam Wilson (The Falcon/Captain America).",Y,,,
SHS1E3_Q1,She-Hulk: Attorney at Law,1,3,"In Ep 3, what famous Pixar easter egg number appears on the wall when Jen visits the DODC supermax prison?","The number A113 appears on the wall, referencing the California Institute of the Arts classroom used by many Pixar animators.",,Y,,
SHS1E3_Q2,She-Hulk: Attorney at Law,1,3,"In Ep 3, what details are visible on Wong's LinkedIn profile?","Wong's profile lists him as the Sorcerer Supreme, a ""Full-time Librarian at Kamar-Taj for 11 years,"" and hilariously, a ""Target Sales Associate for 9 years."" He is also mutually connected to Bruce Banner.",,,,
SHS1E3_Q3,She-Hulk: Attorney at Law,1,3,"In Ep 3, what distinct audio cue plays right before Jen breaks the fourth wall to talk to the audience?","A futuristic, synthy twinkle noise plays, panning from left to right speakers, signaling her shift in awareness.",,,,
SHS1E3_Q4,She-Hulk: Attorney at Law,1,3,"In Ep 3, who did Dennis Bukowski think he was dating, and who was she actually?","He thought he was dating the famous rapper Megan Thee Stallion, but he was actually being conned by Runa, a shape-shifting Light Elf from New Asgard.",,,,
SHS1E3_Q5,She-Hulk: Attorney at Law,1,3,"In Ep 3, what specific line from Thor: Ragnarok does the judge quote to dismiss Runa's claim of diplomatic immunity?","The judge tells Runa that ""Asgard is not a place, it is a people. Therefore, Thor's inspirational speeches are not admissible in court.""",,,Thor: Ragnarok,
SHS1E3_Q6,She-Hulk: Attorney at Law,1,3,"In Ep 3, who attacks Jen on her way home, and what comic villain team are they from?","She is attacked by four men wielding glowing Asgardian construction tools. They are the Wrecking Crew (Wrecker, Thunderball, Piledriver, and Bulldozer) from the Marvel comics.",Y,,,
SHS1E3_Q7,She-Hulk: Attorney at Law,1,3,"In Ep 3, what specific action does Wong mention to establish his timeline authority regarding memory spells?","He casually mentions that people's memories shouldn't just be wiped, referencing when Doctor Strange had to get his permission to wipe the world's memory of Peter Parker in Spider-Man: No Way Home.",,,Spider-Man: No Way Home,
SHS1E3_Q8,She-Hulk: Attorney at Law,1,3,"In the Ep 3 mid-credits scene, what pop culture milestone officially becomes MCU canon?","Megan Thee Stallion signs on as Jen's client, and they celebrate by twerking together to her song ""Body"" in Jen's office.",,Y,,
SHS1E4_Q1,She-Hulk: Attorney at Law,1,4,"In Ep 4, how does the show establish Wong's surprising television obsession?","Wong is shown relaxing in Kamar-Taj watching season 5, episode 12 of The Sopranos (""Long Term Parking""). He later sues Donny Blaze for spoiling the episode for him.",,Y,,
SHS1E4_Q2,She-Hulk: Attorney at Law,1,4,"In Ep 4, what hellish Marvel dimension is theorized to be where Madisynn was temporarily banished?","She was sent to a fiery ""Fire Land"" ruled by a talking goat-like demon named Jake, which strongly resembles Mephisto's realm (Hell) or Belasco's Limbo.",Y,,,Y
SHS1E4_Q3,She-Hulk: Attorney at Law,1,4,"In Ep 4, what detail on Jen's computer to-do list confirms a connection to Stan Lee and John Byrne?","A task reads ""Compile depositions for Lee vs Byrne,"" a direct nod to Stan Lee and John Byrne (the legendary writer/artist who defined She-Hulk's fourth-wall-breaking comic run).",Y,Y,,
SHS1E4_Q4,She-Hulk: Attorney at Law,1,4,"In Ep 4, what specific spell consequence from Spider-Man: No Way Home and Multiverse of Madness does Wong reference regarding untrained sorcerers?","Wong warns that untrained magic ""risks untethering the material and astral planes,"" directly referencing the multiversal chaos he recently dealt with in No Way Home and Multiverse of Madness.",,,Doctor Strange in the Multiverse of Madness,
SHS1E4_Q5,She-Hulk: Attorney at Law,1,4,"In Ep 4, who is the creepy man on Jen's Matcher dating app, and what suspicious items does he wear?","The unnamed creepy date is obsessed with her being ""indestructible"" and wears a gold band with a red ring, closely resembling the rings worn by the Dreykov/Red Room operatives in Black Widow.",,,Black Widow,Y
SHS1E4_Q6,She-Hulk: Attorney at Law,1,4,"In Ep 4, what specific Marvel location does Wong likely banish the goblin demons back to?","Given the portal's snowy/mountainous background, Wong likely opens a portal to Mount Wundagore (the site of the Darkhold castle destroyed by the Scarlet Witch).",,,Doctor Strange in the Multiverse of Madness,Y
SHS1E4_Q7,She-Hulk: Attorney at Law,1,4,"In Ep 4, what legal maneuver does Titania use to get back at She-Hulk at the end of the episode?","Titania successfully trademarks the name ""She-Hulk"" (since Jen refused to do it herself) and serves Jen with a lawsuit/cease and desist for using her own superhero name.",,,,
SHS1E4_Q8,She-Hulk: Attorney at Law,1,4,"In the Ep 4 mid-credits scene, what iconic TV show are Wong and Madisynn watching together while discussing cocktails?","They are watching ""This Is Us,"" specifically the tragic episode detailing Jack Pearson's death, which explains why Wong was late and crying earlier in the episode.",,Y,,
SHS1E5_Q1,She-Hulk: Attorney at Law,1,5,"In Ep 5, what popular Marvel internet character created by the head writer's husband makes a cameo on Nikki's desk?","A ""Dumpster Fire"" toy with a nightlight (created by 100% Soft/Truck Torrence, husband of head writer Jessica Gao) sits on Nikki's desk.",,Y,,
SHS1E5_Q2,She-Hulk: Attorney at Law,1,5,"In Ep 5, what hidden message is spoken in Chinese by Nikki at the bootleg superhero merch store?","Nikki speaks Mandarin/Chinese, assuring the store owner, ""We are not cops.""",,Y,,
SHS1E5_Q3,She-Hulk: Attorney at Law,1,5,"In Ep 5, how do the bootleg ""Avongers"" merchandise items hilariously misinterpret the MCU heroes?","Thor has a shovel instead of a hammer, Hulk has a mustache and protruding nipples, Iron Man's colors are backward, Captain America has a literal eagle on his chest/hat, and the Avengers ""A"" logo points the wrong way.",,,,
SHS1E5_Q4,She-Hulk: Attorney at Law,1,5,"In Ep 5, who is Luke Jacobson, and what is his comic book counterpart?","Luke Jacobson is an elite fashion designer for superheroes. In the comics, he was an award-winning designer who worked alongside the private investigator Dakota North in the 1980s.",Y,,,
SHS1E5_Q5,She-Hulk: Attorney at Law,1,5,"In Ep 5, whose iconic superhero helmet is accidentally revealed in Luke Jacobson's studio?","Daredevil's new yellow/gold helmet is seen sitting in a hatbox, confirming Matt Murdock's upcoming appearance and his new comic-accurate suit.",Y,,Daredevil,
SHS1E5_Q6,She-Hulk: Attorney at Law,1,5,"In Ep 5, which obnoxious billionaire client of GLK&H seems to parallel a specific Fantastic Four/Doctor Doom comic character?","Todd, the billionaire playboy who wants to feel like Tony Stark, shares parallels with Kristoff Vernard (Doctor Doom's son/heir) who sought asylum in the US and aggressively pursued She-Hulk.",Y,,,Y
SHS1E5_Q7,She-Hulk: Attorney at Law,1,5,"In Ep 5, what sneaker collection is Pug obsessing over, and what notable Marvel characters are referenced on the shoe wall?","Pug is buying ""Iron Man Threes."" The shoe wall also features custom sneakers themed after Deadpool, Cyclops, The Thing, Wolverine, Ghost Rider, Juggernaut, Nova, and classic Vision.",Y,,,
SHS1E5_Q8,She-Hulk: Attorney at Law,1,5,"In Ep 5, what real-world legal truth prevents She-Hulk from easily winning her trademark case initially?","In reality, if you don't trademark your own superhero/public name, someone else can. Marvel originally created the She-Hulk comic specifically to trademark the name before a TV studio could steal it.",Y,Y,,
SHS1E6_Q1,She-Hulk: Attorney at Law,1,6,"In Ep 6, what classic 80s comic book character is the bride Lulu likely based on?","Lulu acts as an analogue to Louise Grant (The Blonde Phantom), a former vigilante who retired and became a close friend/secretary to She-Hulk in the comics.",Y,,,
SHS1E6_Q2,She-Hulk: Attorney at Law,1,6,"In Ep 6, who is ""Mr. Immortal"" (Craig Hollis), and what is his depressing comic book origin?","Mr. Immortal is a mutant with the power of resurrection. In the comics, his life is constantly plagued by the cosmic entity ""Deathurge,"" who takes away his loved ones, driving Craig to constantly attempt suicide.",Y,,,
SHS1E6_Q3,She-Hulk: Attorney at Law,1,6,"In Ep 6, how does Mr. Immortal legally exploit his powers to get out of his marriages?","He continually kills himself to void his marriages, exploiting the legal loophole that marriages are dissolved upon the death of a spouse.",,Y,,
SHS1E6_Q4,She-Hulk: Attorney at Law,1,6,"In Ep 6, what toxic internet forum from the Marvel comics is introduced as an online hate group targeting She-Hulk?","The Intelligentsia, which in the comics was an elite group of super-genius villains (Leader, MODOK), is adapted here as a misogynistic, Reddit/4chan-style hate site for angry internet trolls.",Y,Y,,
SHS1E6_Q5,She-Hulk: Attorney at Law,1,6,"In Ep 6, what famous pop-culture debate from the 2000s is confirmed to be canon in the MCU by Lulu?","Lulu mentions she dated both Taylor Lautner and Robert Pattinson, confirming the Twilight franchise (and the Team Edward vs. Team Jacob rivalry) exists in the MCU.",,Y,,
SHS1E6_Q6,She-Hulk: Attorney at Law,1,6,"In Ep 6, what specific ""Hulk"" villain is teased as the administrator of the Intelligentsia site (HulkKing)?","The username ""HulkKing"" strongly hints at Todd (the creepy billionaire) or Samuel Sterns (The Leader), who is already confirmed to return in Captain America: New World Order.",Y,,Captain America: New World Order,Y
SHS1E6_Q7,She-Hulk: Attorney at Law,1,6,"In Ep 6, what biological sample are the Intelligentsia members actively trying to steal from Jen?",They are using surveillance and hired goons (The Wrecking Crew/Josh) to steal a sample of her gamma-irradiated Hulk blood.,,,,
SHS1E6_Q8,She-Hulk: Attorney at Law,1,6,"In Ep 6, what specific detail reveals that Jen's new love interest, Josh, is actually an undercover Intelligentsia agent?","After sleeping with Jen, Josh secretly clones her phone data, photographs her sleeping, and sends a text with syringe emojis to the ""HulkKing"" confirming the blood theft operation is active.",,,,
SHS1E7_Q1,She-Hulk: Attorney at Law,1,7,"In Ep 7, how does the opening ""God's-eye view"" sequence of Jen waiting for a text visually echo a famous biographical film?","The continuous tracking shots of Jen waiting in her apartment visually echo the famous spiral/waiting scenes in the movie ""I, Tonya"".",,Y,,
SHS1E7_Q2,She-Hulk: Attorney at Law,1,7,"In Ep 7, who is ""Man-Bull"" (William Taurens), and what is his comic origin?","Man-Bull is a mutant/mutate who was injected with a specialized bull-enzyme serum by a professor, permanently mutating him into a half-man, half-bull creature.",Y,,,
SHS1E7_Q3,She-Hulk: Attorney at Law,1,7,"In Ep 7, who is ""El Aguila"" (Alejandro Montoya), and what are his powers?","El Aguila is officially confirmed as a ""mutant"" (one of the first explicitly named in the MCU). He can shoot bioelectric energy blasts, which he channels through a fencing sword like a modern-day Robin Hood/Zorro.",Y,,,
SHS1E7_Q4,She-Hulk: Attorney at Law,1,7,"In Ep 7, what is the comic book history of the villain Porcupine?",Porcupine (Alexander Gentry) was originally a weapons designer who created a battle suit covered in quills that shot gases and chemicals. He became a criminal because the government wouldn't pay him enough for the suit.,Y,,,
SHS1E7_Q5,She-Hulk: Attorney at Law,1,7,"In Ep 7, why is Emil Blonsky confused about whether Saracen is a vampire or not?","In the Marvel Comics, Saracen (Muzzafar Lambert) is the name of both a human mercenary (from The Punisher) and an ancient, literal vampire (who debuted in Blade: Vampire Hunter #1).",Y,,,
SHS1E7_Q6,She-Hulk: Attorney at Law,1,7,"In Ep 7, what subtle clue on Jen's phone suggests that the Intelligentsia stole her blood?","The episode flashes back to show Josh (the Intelligentsia mole) texting ""HulkKing"" with an emoji of a blood-filled syringe after sleeping with Jen.",,,,
SHS1E7_Q7,She-Hulk: Attorney at Law,1,7,"In Ep 7, what Marvel Comics location is the tow-truck service named after?","The tow truck is named ""Slott Towing,"" a direct nod to writer Dan Slott, who wrote a critically acclaimed, meta-heavy run of the She-Hulk comics.",Y,,,
SHS1E7_Q8,She-Hulk: Attorney at Law,1,7,"In Ep 7, what subtle detail in Jen's phone contacts references the real-world production crew of She-Hulk?","Her contacts list includes actual crew members, including Luke Jacobson (the in-universe and real-world costume designer), Jessica (Gao, the head writer), and several VFX coordinators and editors.",,Y,,
SHS1E8_Q1,She-Hulk: Attorney at Law,1,8,"In Ep 8, who is Eugene Patilio, and what is his superhero/supervillain identity?","Eugene Patilio operates under the moniker Leap-Frog. In the comics, his father Vincent was the original Leap-Frog villain, but Eugene tries to use the suit for good (as Frog-Man).",Y,,,
SHS1E8_Q2,She-Hulk: Attorney at Law,1,8,"In Ep 8, what famous sci-fi sound effect plays when Leap-Frog's rocket boots malfunction?",The sound effect used is the Millennium Falcon's hyperdrive failing from Star Wars (because Skywalker Sound does the audio post-production for Marvel).,,Y,,
SHS1E8_Q3,She-Hulk: Attorney at Law,1,8,"In Ep 8, what major MCU law/document is confirmed to have been repealed?","Matt Murdock confirms that the Sokovia Accords have been repealed, meaning superheroes are no longer tightly regulated by the government like they were after Captain America: Civil War.",,,Captain America: Civil War,
SHS1E8_Q4,She-Hulk: Attorney at Law,1,8,"In Ep 8, how does Matt Murdock immediately know that Eugene Patilio is lying in court?","Using his heightened Daredevil senses, Matt can hear Eugene's heartbeat skip/race and can smell the fumes of the jet fuel, confirming he used the boots against instructions.",,,Daredevil,
SHS1E8_Q5,She-Hulk: Attorney at Law,1,8,"In Ep 8, what specific detail about Todd's purchased vibranium spear connects it to the Black Panther movie?",Todd bought an authentic Wakandan Dora Milaje spear at an auction. This mirrors Killmonger's opening scene in Black Panther where he reclaims a stolen Vibranium artifact from a British museum.,,,Black Panther,
SHS1E8_Q6,She-Hulk: Attorney at Law,1,8,"In Ep 8, how does Daredevil's MCU suit differ from his Netflix suit?","It is a new red and yellow/gold suit designed by Luke Jacobson, directly homaging Daredevil's original classic yellow and red comic book costume.",Y,,Daredevil,
SHS1E8_Q7,She-Hulk: Attorney at Law,1,8,"In Ep 8, what comic book term does Jen explicitly mention when worrying about her character arc, and what does it mean?","She asks if she is ""getting fridged,"" referencing the ""Women in Refrigerators"" trope (coined by Gail Simone) where female characters are killed or assaulted purely to advance a male character's storyline.",Y,Y,,
SHS1E8_Q8,She-Hulk: Attorney at Law,1,8,"In Ep 8, how does the Intelligentsia publicly humiliate Jen at the Southern California Law Awards gala?","They hack the video screen and broadcast stolen, private data from Jen's phone, including a video of her sleeping with Josh (revenge porn), deliberately triggering her to Hulk out in public.",,,,
SHS1E9_Q1,She-Hulk: Attorney at Law,1,9,"In Ep 9, how does the opening sequence pay homage to classic television?","The intro perfectly mimics the 1978 Incredible Hulk TV series starring Lou Ferrigno and Bill Bixby, replacing Bruce with Jen and declaring her ""The Savage She-Hulk.""",,Y,,
SHS1E9_Q2,She-Hulk: Attorney at Law,1,9,"In Ep 9, who is finally revealed to be the ""HulkKing"" behind the Intelligentsia site?","Todd Phelps, the creepy billionaire client from earlier episodes, is revealed to be the creator and funder of Intelligentsia.",,,,
SHS1E9_Q3,She-Hulk: Attorney at Law,1,9,"In Ep 9, what does Todd do with the blood sample stolen from Jen?","He synthesizes her gamma-irradiated blood and injects himself with it, temporarily transforming into a monstrous ""Hulk-Todd.""",,,,
SHS1E9_Q4,She-Hulk: Attorney at Law,1,9,"In Ep 9, when the storyline becomes too messy, how does Jen physically break the fourth wall?","She rips open the Disney+ streaming menu, climbing out of her own show's thumbnail into the Marvel Studios ""Assembled"" thumbnail to confront her show's writers.",,,,
SHS1E9_Q5,She-Hulk: Attorney at Law,1,9,"In Ep 9, when Jen confronts K.E.V.I.N., what does the acronym stand for, and who is it parodying?","K.E.V.I.N. stands for ""Knowledge Enhanced Visual Interconnectivity Nexus."" It is a parody of Marvel Studios President Kevin Feige, operating as an algorithmic AI shaping the MCU.",,Y,,
SHS1E9_Q6,She-Hulk: Attorney at Law,1,9,"In Ep 9, what specific detail on K.E.V.I.N.'s robotic design nods to Kevin Feige's real-world appearance?",The black brim casing over the robot's camera lenses is designed to resemble Kevin Feige's signature black baseball cap.,,Y,,
SHS1E9_Q7,She-Hulk: Attorney at Law,1,9,"In Ep 9, who does Bruce Banner unexpectedly introduce at the family barbecue at the end of the episode?","He introduces his son, Skaar, whom he brought back from the planet Sakaar (setting up World War Hulk comics storylines).",Y,,Thor: Ragnarok,
